v,b,m_5p
7112.140282853115,460465.7135827752,2.594990320198669e+16
7112.140282853115,493563.0391519924,2.7837415147422536e+16
7112.140282853115,529039.3322046124,2.986053992983793e+16
7112.140282853115,567065.5880156212,3.2025296853653104e+16
7112.140282853115,607825.0926476188,3.434505829160514e+16
7112.140282853115,651514.3063872679,3.683078178820171e+16
7112.140282853115,698343.81068135,3.949418926954594e+16
7112.140282853115,748539.3231366203,4.234781963441158e+16
7112.140282853115,802342.7854757563,4.54050849120884e+16
7112.140282853115,860013.5296933495,4.868306688920286e+16
7112.140282853115,921829.5280327708,5.219183171736695e+16
7112.140282853115,988088.7328087935,5.594719537802464e+16
7112.140282853115,1059110.5125339176,5.9972769065035e+16
7112.140282853115,1135237.1912704774,6.428076767356751e+16
7112.140282853115,1216835.6986281993,6.889047507351902e+16
7112.140282853115,1304299.3383602048,7.382660385539267e+16
7112.140282853115,1398049.6840820087,7.910307373887466e+16
7112.140282853115,1498538.6112509272,8.474713008888152e+16
7112.140282853115,1606250.4751999467,9.077858280305891e+16
7112.140282853115,1721704.445724173,9.722836188086957e+16
7112.140282853115,1845457.0094725697,1.041188342307741e+17
7112.140282853115,1978104.6522064032,1.1147255841044824e+17
7112.140282853115,2120286.7338529434,1.1932553725881211e+17
7112.140282853115,2272688.570212054,1.2770302118372429e+17
7112.140282853115,2436044.736169517,1.3663793472675795e+17
7112.140282853115,2611142.6063384903,1.461651208552296e+17
7112.140282853115,2798826.1501950226,1.563126553249264e+17
7112.140282853115,3000000.0,1.6712709909982326e+17
8256.928107004564,100000.0,8292333454937417.0
8256.928107004564,107187.79370383405,9018854222168036.0
8256.928107004564,114892.2311909571,9634151613487906.0
8256.928107004564,123150.44775069517,1.0149515531645036e+16
8256.928107004564,132002.24788036308,1.0592537251772924e+16
8256.928107004564,141490.29714242753,1.0998488570013654e+16
8256.928107004564,151660.327811967,1.1404600538376926e+16
8256.928107004564,162561.35930565,1.1840342298588016e+16
8256.928107004564,174245.93445468854,1.2331491985396054e+16
8256.928107004564,186770.37276060946,1.2896552570782978e+16
8256.928107004564,200195.04185452432,1.3549060427418188e+16
8256.928107004564,214584.64846833175,1.4299546542268802e+16
8256.928107004564,230008.55032033296,1.5153661370967088e+16
8256.928107004564,246541.0904185383,1.6117578892864266e+16
8256.928107004564,264261.9553930058,1.7192996014348304e+16
8256.928107004564,283256.5595843736,1.8382488242809636e+16
8256.928107004564,303616.4567398761,1.9687449318334932e+16
8256.928107004564,325439.781301229,2.1108768189686316e+16
8256.928107004564,348831.72141137073,2.264797082361896e+16
8256.928107004564,373905.0259199532,2.430760595586455e+16
8256.928107004564,400780.54783134663,2.6091791911004584e+16
8256.928107004564,429587.8268145607,2.8006937678817224e+16
8256.928107004564,460465.7135827752,3.0059275969093708e+16
8256.928107004564,493563.0391519924,3.225656845705965e+16
8256.928107004564,529039.3322046124,3.4608642944997028e+16
8256.928107004564,567065.5880156212,3.712805069809769e+16
8256.928107004564,607825.0926476188,3.9824147185931576e+16
8256.928107004564,651514.3063872679,4.2713622615717384e+16
8256.928107004564,698343.81068135,4.581017112139891e+16
8256.928107004564,748539.3231366203,4.91256821265849e+16
8256.928107004564,802342.7854757563,5.267819181955042e+16
8256.928107004564,860013.5296933495,5.648442485085868e+16
8256.928107004564,921829.5280327708,6.056227047117413e+16
8256.928107004564,988088.7328087935,6.493451273174984e+16
8256.928107004564,1059110.5125339176,6.961457808025442e+16
8256.928107004564,1135237.1912704774,7.462775732551931e+16
8256.928107004564,1216835.6986281993,7.999745520188989e+16
8256.928107004564,1304299.3383602048,8.57438786382007e+16
8256.928107004564,1398049.6840820087,9.189275031730528e+16
8256.928107004564,1498538.6112509272,9.847703427241968e+16
8256.928107004564,1606250.4751999467,1.0552122972358995e+17
8256.928107004564,1721704.445724173,1.1305023888255102e+17
8256.928107004564,1845457.0094725697,1.2110283133073138e+17
8256.928107004564,1978104.6522064032,1.2970713516168243e+17
8256.928107004564,2120286.7338529434,1.3889934421598986e+17
8256.928107004564,2272688.570212054,1.4871791266411302e+17
8256.928107004564,2436044.736169517,1.5920368833839562e+17
8256.928107004564,2611142.6063384903,1.703808962561692e+17
8256.928107004564,2798826.1501950226,1.8231207316708902e+17
8256.928107004564,3000000.0,1.9503488774146662e+17
9585.9838322666,100000.0,8702099073597975.0
9585.9838322666,107187.79370383405,9893759019504770.0
9585.9838322666,114892.2311909571,1.1017672117227924e+16
9585.9838322666,123150.44775069517,1.2018049387093042e+16
9585.9838322666,132002.24788036308,1.2870479481290794e+16
9585.9838322666,141490.29714242753,1.3583378814342212e+16
9585.9838322666,151660.327811967,1.4191436791079862e+16
9585.9838322666,162561.35930565,1.4743599179945218e+16
9585.9838322666,174245.93445468854,1.52879968983782e+16
9585.9838322666,186770.37276060946,1.5866761044276958e+16
9585.9838322666,200195.04185452432,1.6515643804749434e+16
9585.9838322666,214584.64846833175,1.726078515299491e+16
9585.9838322666,230008.55032033296,1.8121874773491936e+16
9585.9838322666,246541.0904185383,1.911275277428026e+16
9585.9838322666,264261.9553930058,2.0242978510050644e+16
9585.9838322666,283256.5595843736,2.151973475512953e+16
9585.9838322666,303616.4567398761,2.294656979095525e+16
9585.9838322666,325439.781301229,2.4525847495200644e+16
9585.9838322666,348831.72141137073,2.6261015948339296e+16
9585.9838322666,373905.0259199532,2.8152159782609156e+16
9585.9838322666,400780.54783134663,3.0203252330196332e+16
9585.9838322666,429587.8268145607,3.241653576585811e+16
9585.9838322666,460465.7135827752,3.479591973039801e+16
9585.9838322666,493563.0391519924,3.734995122950382e+16
9585.9838322666,529039.3322046124,4.008694218250812e+16
9585.9838322666,567065.5880156212,4.3019661833488936e+16
9585.9838322666,607825.0926476188,4.6156556237273784e+16
9585.9838322666,651514.3063872679,4.951661822599156e+16
9585.9838322666,698343.81068135,5.3115310739067096e+16
9585.9838322666,748539.3231366203,5.696913803157485e+16
9585.9838322666,802342.7854757563,6.1099148282139784e+16
9585.9838322666,860013.5296933495,6.552119896603813e+16
9585.9838322666,921829.5280327708,7.026329555566168e+16
9585.9838322666,988088.7328087935,7.534013033671688e+16
9585.9838322666,1059110.5125339176,8.077924778084016e+16
9585.9838322666,1135237.1912704774,8.661103774143845e+16
9585.9838322666,1216835.6986281993,9.285340870071931e+16
9585.9838322666,1304299.3383602048,9.954009407880072e+16
9585.9838322666,1398049.6840820087,1.0670231160943378e+17
9585.9838322666,1498538.6112509272,1.1437344309977283e+17
9585.9838322666,1606250.4751999467,1.2258229115311342e+17
9585.9838322666,1721704.445724173,1.3136553694816758e+17
9585.9838322666,1845457.0094725697,1.4076229147725973e+17
9585.9838322666,1978104.6522064032,1.508057735760256e+17
9585.9838322666,2120286.7338529434,1.615567824862032e+17
9585.9838322666,2272688.570212054,1.73035322064408e+17
9585.9838322666,2436044.736169517,1.8530857133606835e+17
9585.9838322666,2611142.6063384903,1.9840773247291018e+17
9585.9838322666,2798826.1501950226,2.1239702897045034e+17
9585.9838322666,3000000.0,2.273343379102281e+17
11128.967679217527,100000.0,8404969325906368.0
11128.967679217527,107187.79370383405,9893202852958946.0
11128.967679217527,114892.2311909571,1.148566777285627e+16
11128.967679217527,123150.44775069517,1.3097472643005986e+16
11128.967679217527,132002.24788036308,1.4631309701107118e+16
11128.967679217527,141490.29714242753,1.6009217951010936e+16
11128.967679217527,151660.327811967,1.7188164132859396e+16
11128.967679217527,162561.35930565,1.8173904524692668e+16
11128.967679217527,174245.93445468854,1.901202253145802e+16
11128.967679217527,186770.37276060946,1.9762851593287656e+16
11128.967679217527,200195.04185452432,2.0493733943449836e+16
11128.967679217527,214584.64846833175,2.1264791694525224e+16
11128.967679217527,230008.55032033296,2.212199137930292e+16
11128.967679217527,246541.0904185383,2.310578368176624e+16
11128.967679217527,264261.9553930058,2.42407413943343e+16
11128.967679217527,283256.5595843736,2.5548949440507164e+16
11128.967679217527,303616.4567398761,2.7043049560177868e+16
11128.967679217527,325439.781301229,2.8732540228865516e+16
11128.967679217527,348831.72141137073,3.0625556170184148e+16
11128.967679217527,373905.0259199532,3.2724134128428508e+16
11128.967679217527,400780.54783134663,3.503144145582974e+16
11128.967679217527,429587.8268145607,3.754995103308694e+16
11128.967679217527,460465.7135827752,4.028121290230432e+16
11128.967679217527,493563.0391519924,4.323057535847695e+16
11128.967679217527,529039.3322046124,4.640371324491731e+16
11128.967679217527,567065.5880156212,4.9809760454511704e+16
11128.967679217527,607825.0926476188,5.346280708457323e+16
11128.967679217527,651514.3063872679,5.737409131821968e+16
11128.967679217527,698343.81068135,6.1561138164286696e+16
11128.967679217527,748539.3231366203,6.6042608559623576e+16
11128.967679217527,802342.7854757563,7.084235154455127e+16
11128.967679217527,860013.5296933495,7.598237960894488e+16
11128.967679217527,921829.5280327708,8.149076568410891e+16
11128.967679217527,988088.7328087935,8.739357235119645e+16
11128.967679217527,1059110.5125339176,9.371341361223882e+16
11128.967679217527,1135237.1912704774,1.0049027239173734e+17
11128.967679217527,1216835.6986281993,1.0774508322213784e+17
11128.967679217527,1304299.3383602048,1.1552364902833896e+17
11128.967679217527,1398049.6840820087,1.2385681899769349e+17
11128.967679217527,1498538.6112509272,1.3277616393242662e+17
11128.967679217527,1606250.4751999467,1.4232981944951102e+17
11128.967679217527,1721704.445724173,1.525623134182442e+17
11128.967679217527,1845457.0094725697,1.635120655248062e+17
11128.967679217527,1978104.6522064032,1.752280046580356e+17
11128.967679217527,2120286.7338529434,1.8777285626628512e+17
11128.967679217527,2272688.570212054,2.0118188230255814e+17
11128.967679217527,2436044.736169517,2.155121103688903e+17
11128.967679217527,2611142.6063384903,2.3083712892595053e+17
11128.967679217527,2798826.1501950226,2.4721021154666906e+17
11128.967679217527,3000000.0,2.646999786364079e+17
12920.31405145645,100000.0,7788522486833524.0
12920.31405145645,107187.79370383405,9291084422129722.0
12920.31405145645,114892.2311909571,1.1044336961283926e+16
12920.31405145645,123150.44775069517,1.302185489351514e+16
12920.31405145645,132002.24788036308,1.5153661370967088e+16
12920.31405145645,141490.29714242753,1.7330789980002882e+16
12920.31405145645,151660.327811967,1.942252387896195e+16
12920.31405145645,162561.35930565,2.1315058230785828e+16
12920.31405145645,174245.93445468854,2.294527987531914e+16
12920.31405145645,186770.37276060946,2.4311705691043984e+16
12920.31405145645,200195.04185452432,2.5465782836941308e+16
12920.31405145645,214584.64846833175,2.648934923290949e+16
12920.31405145645,230008.55032033296,2.7473628134934676e+16
12920.31405145645,246541.0904185383,2.8499286309895508e+16
12920.31405145645,264261.9553930058,2.9634783432410356e+16
12920.31405145645,283256.5595843736,3.0931805697853544e+16
12920.31405145645,303616.4567398761,3.242929444848114e+16
12920.31405145645,325439.781301229,3.4154447599830876e+16
12920.31405145645,348831.72141137073,3.613147924267814e+16
12920.31405145645,373905.0259199532,3.836934407627435e+16
12920.31405145645,400780.54783134663,4.0878883290005576e+16
12920.31405145645,429587.8268145607,4.366532719181385e+16
12920.31405145645,460465.7135827752,4.673093732882949e+16
12920.31405145645,493563.0391519924,5.0082109933135176e+16
12920.31405145645,529039.3322046124,5.372190038152238e+16
12920.31405145645,567065.5880156212,5.765213961552632e+16
12920.31405145645,607825.0926476188,6.188382487373569e+16
12920.31405145645,651514.3063872679,6.642611716654703e+16
12920.31405145645,698343.81068135,7.129780699699667e+16
12920.31405145645,748539.3231366203,7.651388156561744e+16
12920.31405145645,802342.7854757563,8.210232745116104e+16
12920.31405145645,860013.5296933495,8.808408775925298e+16
12920.31405145645,921829.5280327708,9.448572742078362e+16
12920.31405145645,988088.7328087935,1.0134691816632173e+17
12920.31405145645,1059110.5125339176,1.0869412097388472e+17
12920.31405145645,1135237.1912704774,1.1656085767156875e+17
12920.31405145645,1216835.6986281993,1.2499694941546878e+17
12920.31405145645,1304299.3383602048,1.340360681649124e+17
12920.31405145645,1398049.6840820087,1.4371268955167122e+17
12920.31405145645,1498538.6112509272,1.5408790649367402e+17
12920.31405145645,1606250.4751999467,1.652028662948406e+17
12920.31405145645,1721704.445724173,1.7710963478349123e+17
12920.31405145645,1845457.0094725697,1.898532206001358e+17
12920.31405145645,1978104.6522064032,2.0350230652077654e+17
12920.31405145645,2120286.7338529434,2.1810814042293626e+17
12920.31405145645,2272688.570212054,2.3374912831535075e+17
12920.31405145645,2436044.736169517,2.5046951960819827e+17
12920.31405145645,2611142.6063384903,2.6837085609025453e+17
12920.31405145645,2798826.1501950226,2.875031306487242e+17
12920.31405145645,3000000.0,3.079474147535149e+17
15000.0,100000.0,7217287794369087.0
15000.0,107187.79370383405,8573905864241229.0
15000.0,114892.2311909571,1.0222235886507306e+16
15000.0,123150.44775069517,1.2197052209308672e+16
15000.0,132002.24788036308,1.4510083841820322e+16
15000.0,141490.29714242753,1.7135102976699106e+16
15000.0,151660.327811967,1.998517740690807e+16
15000.0,162561.35930565,2.292078525070891e+16
15000.0,174245.93445468854,2.5768194171774988e+16
15000.0,186770.37276060946,2.8368216404656936e+16
15000.0,200195.04185452432,3.062039171682942e+16
15000.0,214584.64846833175,3.2513262237317844e+16
15000.0,230008.55032033296,3.4104563859462704e+16
15000.0,246541.0904185383,3.5503286304722388e+16
15000.0,264261.9553930058,3.683078178820171e+16
15000.0,283256.5595843736,3.819717549283642e+16
15000.0,303616.4567398761,3.970120704663285e+16
15000.0,325439.781301229,4.141318875927645e+16
15000.0,348831.72141137073,4.3386389981961016e+16
15000.0,373905.0259199532,4.566618445817953e+16
15000.0,400780.54783134663,4.827699552851339e+16
15000.0,429587.8268145607,5.123830169963492e+16
15000.0,460465.7135827752,5.456498780795247e+16
15000.0,493563.0391519924,5.8264667639037096e+16
15000.0,529039.3322046124,6.2341233433196536e+16
15000.0,567065.5880156212,6.6800586176859576e+16
15000.0,607825.0926476188,7.164736046061603e+16
15000.0,651514.3063872679,7.68846857735937e+16
15000.0,698343.81068135,8.252804599473782e+16
15000.0,748539.3231366203,8.858563063866594e+16
15000.0,802342.7854757563,9.508249865255822e+16
15000.0,860013.5296933495,1.0204437322284626e+17
15000.0,921829.5280327708,1.0949752350108741e+17
15000.0,988088.7328087935,1.1747522596394051e+17
15000.0,1059110.5125339176,1.2601999357150373e+17
15000.0,1135237.1912704774,1.3517108164848858e+17
15000.0,1216835.6986281993,1.4497038653666746e+17
15000.0,1304299.3383602048,1.554713574993916e+17
15000.0,1398049.6840820087,1.6672359655814506e+17
15000.0,1498538.6112509272,1.787801658958011e+17
15000.0,1606250.4751999467,1.9168704984518026e+17
15000.0,1721704.445724173,2.0552573544295837e+17
15000.0,1845457.0094725697,2.2035110584051923e+17
15000.0,1978104.6522064032,2.3623260754992918e+17
15000.0,2120286.7338529434,2.5324450991121987e+17
15000.0,2272688.570212054,2.7145097522048973e+17
15000.0,2436044.736169517,2.9094999855667117e+17
15000.0,2611142.6063384903,3.117970991236032e+17
15000.0,2798826.1501950226,3.341191494603746e+17
15000.0,3000000.0,3.579990184717609e+17
