v,b,m_5p
51.641646269138256,988088.7328087935,712897913700903.1
51.641646269138256,1059110.5125339176,808792125134380.9
51.641646269138256,1135237.1912704774,918411069054915.5
51.641646269138256,1216835.6986281993,1043766888609161.6
51.641646269138256,1304299.3383602048,1187033267692406.2
51.641646269138256,1398049.6840820087,1350799279489094.2
51.641646269138256,1498538.6112509272,1537936756212470.2
51.641646269138256,1606250.4751999467,1751886069987134.5
51.641646269138256,1721704.445724173,1996384276113314.2
51.641646269138256,1845457.0094725697,2275900757185608.5
51.641646269138256,1978104.6522064032,2595427992798984.5
51.641646269138256,2120286.7338529434,2960647610181877.0
51.641646269138256,2272688.570212054,3378398981590968.0
51.641646269138256,2436044.736169517,3855962596321550.0
51.641646269138256,2611142.6063384903,4402270837602494.0
51.641646269138256,2798826.1501950226,5027109665349396.0
51.641646269138256,3000000.0,5742249138250080.0
59.954014349191006,100000.0,42195734854496.875
59.954014349191006,107187.79370383405,44932799373446.97
59.954014349191006,114892.2311909571,47860856767938.984
59.954014349191006,123150.44775069517,50999786659329.96
59.954014349191006,132002.24788036308,54369027207537.766
59.954014349191006,141490.29714242753,57993444762997.414
59.954014349191006,151660.327811967,61904701359024.82
59.954014349191006,162561.35930565,66131771463223.09
59.954014349191006,174245.93445468854,70719003564945.23
59.954014349191006,186770.37276060946,75700990585713.94
59.954014349191006,200195.04185452432,81134226766802.5
59.954014349191006,214584.64846833175,87079713637059.67
59.954014349191006,230008.55032033296,93597586120336.83
59.954014349191006,246541.0904185383,100773125048967.45
59.954014349191006,264261.9553930058,108694120973884.75
59.954014349191006,283256.5595843736,117475225963942.2
59.954014349191006,303616.4567398761,127230092741901.33
59.954014349191006,325439.781301229,138112941539345.4
59.954014349191006,348831.72141137073,150281076332251.44
59.954014349191006,373905.0259199532,163944656306057.3
59.954014349191006,400780.54783134663,179323701731781.8
59.954014349191006,429587.8268145607,196686437435401.28
59.954014349191006,460465.7135827752,216349676425231.06
59.954014349191006,493563.0391519924,238648543995775.97
59.954014349191006,529039.3322046124,264001530921576.62
59.954014349191006,567065.5880156212,292902873836571.9
59.954014349191006,607825.0926476188,325864544121007.25
59.954014349191006,651514.3063872679,363535540155912.44
59.954014349191006,698343.81068135,406611528162298.06
59.954014349191006,748539.3231366203,455866722530314.3
59.954014349191006,802342.7854757563,512267814568601.0
59.954014349191006,860013.5296933495,576845581401761.6
59.954014349191006,921829.5280327708,650770315113823.1
59.954014349191006,988088.7328087935,735366609680793.1
59.954014349191006,1059110.5125339176,832175343119677.0
59.954014349191006,1135237.1912704774,942894040085105.4
59.954014349191006,1216835.6986281993,1069545386565021.1
59.954014349191006,1304299.3383602048,1214368758875917.5
59.954014349191006,1398049.6840820087,1379965293968622.2
59.954014349191006,1498538.6112509272,1569201486767046.8
59.954014349191006,1606250.4751999467,1785591979743505.5
59.954014349191006,1721704.445724173,2032850630339851.5
59.954014349191006,1845457.0094725697,2315389307797426.5
59.954014349191006,1978104.6522064032,2638383307538453.0
59.954014349191006,2120286.7338529434,3007617867878461.5
59.954014349191006,2272688.570212054,3429682411522318.0
59.954014349191006,2436044.736169517,3912295414678761.0
59.954014349191006,2611142.6063384903,4464074617932793.0
59.954014349191006,2798826.1501950226,5094820718672861.0
59.954014349191006,3000000.0,5816321943921021.0
69.60436191073003,100000.0,49711854058968.99
69.60436191073003,107187.79370383405,52918606378341.3
69.60436191073003,114892.2311909571,56338549846874.125
69.60436191073003,123150.44775069517,59993000856359.19
69.60436191073003,132002.24788036308,63898867937785.984
69.60436191073003,141490.29714242753,68081987665149.44
69.60436191073003,151660.327811967,72575663617562.66
69.60436191073003,162561.35930565,77409443501306.16
69.60436191073003,174245.93445468854,82620885210329.3
69.60436191073003,186770.37276060946,88252606119216.2
69.60436191073003,200195.04185452432,94353031729795.12
69.60436191073003,214584.64846833175,100988625415754.05
69.60436191073003,230008.55032033296,108212478378320.67
69.60436191073003,246541.0904185383,116116136736567.39
69.60436191073003,264261.9553930058,124779309531543.36
69.60436191073003,283256.5595843736,134307599183280.78
69.60436191073003,303616.4567398761,144831909916208.47
69.60436191073003,325439.781301229,156479701077163.22
69.60436191073003,348831.72141137073,169416255324119.53
69.60436191073003,373905.0259199532,183845551189295.7
69.60436191073003,400780.54783134663,199975394632315.6
69.60436191073003,429587.8268145607,218071360378476.4
69.60436191073003,460465.7135827752,238433988711815.72
69.60436191073003,493563.0391519924,261402399810259.0
69.60436191073003,529039.3322046124,287406174282794.25
69.60436191073003,567065.5880156212,316886195399574.9
69.60436191073003,607825.0926476188,350412893821233.7
69.60436191073003,651514.3063872679,388599245573180.44
69.60436191073003,698343.81068135,432159964581560.56
69.60436191073003,748539.3231366203,481929374794783.6
69.60436191073003,802342.7854757563,538821991223114.9
69.60436191073003,860013.5296933495,603888878136125.6
69.60436191073003,921829.5280327708,678374831263177.8
69.60436191073003,988088.7328087935,763677783013302.1
69.60436191073003,1059110.5125339176,861303575318141.4
69.60436191073003,1135237.1912704774,973049123144373.8
69.60436191073003,1216835.6986281993,1100900443995017.2
69.60436191073003,1304299.3383602048,1247161947665215.5
69.60436191073003,1398049.6840820087,1414444585420634.5
69.60436191073003,1498538.6112509272,1605788992543733.0
69.60436191073003,1606250.4751999467,1824556122330105.5
69.60436191073003,1721704.445724173,2074526301451903.0
69.60436191073003,1845457.0094725697,2360334926540888.5
69.60436191073003,1978104.6522064032,2687029663983319.5
69.60436191073003,2120286.7338529434,3060318316127028.5
69.60436191073003,2272688.570212054,3487032978229346.5
69.60436191073003,2436044.736169517,3974810297300960.5
69.60436191073003,2611142.6063384903,4532347937174034.0
69.60436191073003,2798826.1501950226,5169833572586568.0
69.60436191073003,3000000.0,5898640836402076.0
80.80805346548507,100000.0,58579953611827.65
80.80805346548507,107187.79370383405,62358758600485.69
80.80805346548507,114892.2311909571,66377590631936.13
80.80805346548507,123150.44775069517,70659396184004.77
80.80805346548507,132002.24788036308,75225864521101.11
80.80805346548507,141490.29714242753,80100955247360.45
80.80805346548507,151660.327811967,85311162387417.75
80.80805346548507,162561.35930565,90890921763928.72
80.80805346548507,174245.93445468854,96884629502601.12
80.80805346548507,186770.37276060946,103325849458854.55
80.80805346548507,200195.04185452432,110269664873250.75
80.80805346548507,214584.64846833175,117772778718999.62
80.80805346548507,230008.55032033296,125892541179417.66
80.80805346548507,246541.0904185383,134723500768667.73
80.80805346548507,264261.9553930058,144336111177695.44
80.80805346548507,283256.5595843736,154843356958219.53
80.80805346548507,303616.4567398761,166358471675134.47
80.80805346548507,325439.781301229,179021533689183.78
80.80805346548507,348831.72141137073,192984514176409.44
80.80805346548507,373905.0259199532,208446275994150.66
80.80805346548507,400780.54783134663,225602925246713.34
80.80805346548507,429587.8268145607,244735116097564.97
80.80805346548507,460465.7135827752,266102422436321.1
80.80805346548507,493563.0391519924,290068119869316.5
80.80805346548507,529039.3322046124,317028738666449.8
80.80805346548507,567065.5880156212,347431459413120.1
80.80805346548507,607825.0926476188,381821475482727.06
80.80805346548507,651514.3063872679,420820298114229.9
80.80805346548507,698343.81068135,465134041352847.4
80.80805346548507,748539.3231366203,515619224755345.4
80.80805346548507,802342.7854757563,573160650878172.8
80.80805346548507,860013.5296933495,638880925343598.8
80.80805346548507,921829.5280327708,714020921978784.6
80.80805346548507,988088.7328087935,800019524217487.5
80.80805346548507,1059110.5125339176,898393905017255.0
80.80805346548507,1135237.1912704774,1011022317014011.9
80.80805346548507,1216835.6986281993,1139947277291006.8
80.80805346548507,1304299.3383602048,1287554511705453.0
80.80805346548507,1398049.6840820087,1456401944144264.0
80.80805346548507,1498538.6112509272,1649615818510991.8
80.80805346548507,1606250.4751999467,1870669521058349.0
80.80805346548507,1721704.445724173,2123373373802422.5
80.80805346548507,1845457.0094725697,2412247555647773.0
80.80805346548507,1978104.6522064032,2742579210960525.5
80.80805346548507,2120286.7338529434,3120075038782928.0
80.80805346548507,2272688.570212054,3551725988799825.0
80.80805346548507,2436044.736169517,4044912950268360.0
80.80805346548507,2611142.6063384903,4608655215683335.0
80.80805346548507,2798826.1501950226,5253033328557141.0
80.80805346548507,3000000.0,5989527705128753.0
93.81511913370554,100000.0,68998996325003.7
93.81511913370554,107187.79370383405,73466418289322.73
93.81511913370554,114892.2311909571,78214294595602.45
93.81511913370554,123150.44775069517,83264328580236.66
93.81511913370554,132002.24788036308,88630460913294.75
93.81511913370554,141490.29714242753,94347727780139.4
93.81511913370554,151660.327811967,100439443292325.1
93.81511913370554,162561.35930565,106948526327294.89
93.81511913370554,174245.93445468854,113898644260465.25
93.81511913370554,186770.37276060946,121348162125410.25
93.81511913370554,200195.04185452432,129335798888719.25
93.81511913370554,214584.64846833175,137918975818676.33
93.81511913370554,230008.55032033296,147171008399444.88
93.81511913370554,246541.0904185383,157167340627398.1
93.81511913370554,264261.9553930058,167984246123494.2
93.81511913370554,283256.5595843736,179727385976815.0
93.81511913370554,303616.4567398761,192518582903778.4
93.81511913370554,325439.781301229,206498543215469.22
93.81511913370554,348831.72141137073,221792709079626.94
93.81511913370554,373905.0259199532,238621714030438.34
93.81511913370554,400780.54783134663,257160983555480.44
93.81511913370554,429587.8268145607,277670839583237.4
93.81511913370554,460465.7135827752,300440716523960.4
93.81511913370554,493563.0391519924,325809592882612.75
93.81511913370554,529039.3322046124,354135873032345.5
93.81511913370554,567065.5880156212,385878156731178.44
93.81511913370554,607825.0926476188,421554292244987.75
93.81511913370554,651514.3063872679,461799145525790.0
93.81511913370554,698343.81068135,507310016781834.4
93.81511913370554,748539.3231366203,558874704343225.4
93.81511913370554,802342.7854757563,617448281093411.5
93.81511913370554,860013.5296933495,684157748544172.1
93.81511913370554,921829.5280327708,760208317926703.5
93.81511913370554,988088.7328087935,847042640462530.5
93.81511913370554,1059110.5125339176,946292483862986.5
93.81511913370554,1135237.1912704774,1059849356895903.5
93.81511913370554,1216835.6986281993,1189839222796520.8
93.81511913370554,1304299.3383602048,1338553525306560.0
93.81511913370554,1398049.6840820087,1508905735629936.0
93.81511913370554,1498538.6112509272,1703808962561700.5
93.81511913370554,1606250.4751999467,1926809891671929.8
93.81511913370554,1721704.445724173,2182062508717979.5
93.81511913370554,1845457.0094725697,2474048466151841.0
93.81511913370554,1978104.6522064032,2807787639290527.0
93.81511913370554,2120286.7338529434,3189593602424483.5
93.81511913370554,2272688.570212054,3625763010634522.5
93.81511913370554,2436044.736169517,4124590711093440.0
93.81511913370554,2611142.6063384903,4694684866565948.0
93.81511913370554,2798826.1501950226,5346280708457375.0
93.81511913370554,3000000.0,6090710659638858.0
108.91583450689832,100000.0,81198105866645.97
108.91583450689832,107187.79370383405,86499125888242.0
108.91583450689832,114892.2311909571,92125505273104.98
108.91583450689832,123150.44775069517,98095794870548.52
108.91583450689832,132002.24788036308,104435381188440.22
108.91583450689832,141490.29714242753,111178422558648.67
108.91583450689832,151660.327811967,118343533215315.11
108.91583450689832,162561.35930565,125977495110414.34
108.91583450689832,174245.93445468854,134111438335192.69
108.91583450689832,186770.37276060946,142794642688817.1
108.91583450689832,200195.04185452432,152065694585886.25
108.91583450689832,214584.64846833175,162002413386986.28
108.91583450689832,230008.55032033296,172656374494718.1
108.91583450689832,246541.0904185383,184104106871112.2
108.91583450689832,264261.9553930058,196432294957884.75
108.91583450689832,283256.5595843736,209739238800037.44
108.91583450689832,303616.4567398761,224149156743624.38
108.91583450689832,325439.781301229,239791610415016.34
108.91583450689832,348831.72141137073,256799826845997.88
108.91583450689832,373905.0259199532,275385713586775.03
108.91583450689832,400780.54783134663,295732079758390.7
108.91583450689832,429587.8268145607,318064096723044.4
108.91583450689832,460465.7135827752,342698425713975.06
108.91583450689832,493563.0391519924,369926321882812.56
108.91583450689832,529039.3322046124,400126454284148.06
108.91583450689832,567065.5880156212,433741967670934.2
108.91583450689832,607825.0926476188,471293028526987.5
108.91583450689832,651514.3063872679,513334426097346.5
108.91583450689832,698343.81068135,560605335200916.56
108.91583450689832,748539.3231366203,613848958659981.5
108.91583450689832,802342.7854757563,674041324684031.4
108.91583450689832,860013.5296933495,742260997000884.4
108.91583450689832,921829.5280327708,819731973507359.9
108.91583450689832,988088.7328087935,907887896957551.9
108.91583450689832,1059110.5125339176,1008354593991896.1
108.91583450689832,1135237.1912704774,1123091238081001.9
108.91583450689832,1216835.6986281993,1254192668715351.8
108.91583450689832,1304299.3383602048,1404224426873916.2
108.91583450689832,1398049.6840820087,1575831456779326.2
108.91583450689832,1498538.6112509272,1772291506781693.0
108.91583450689832,1606250.4751999467,1997170024274562.8
108.91583450689832,1721704.445724173,2254634622855993.5
108.91583450689832,1845457.0094725697,2549299720958077.5
108.91583450689832,1978104.6522064032,2886367079245331.0
108.91583450689832,2120286.7338529434,3272045513098018.5
108.91583450689832,2272688.570212054,3713013792707881.5
108.91583450689832,2436044.736169517,4217202099563047.0
108.91583450689832,2611142.6063384903,4793625064594661.0
108.91583450689832,2798826.1501950226,5452512623117599.0
108.91583450689832,3000000.0,6205452240928869.0
126.44719865917743,100000.0,95446661454486.84
126.44719865917743,107187.79370383405,101735073486273.3
126.44719865917743,114892.2311909571,108407316415754.84
126.44719865917743,123150.44775069517,115484690311044.27
126.44719865917743,132002.24788036308,122996450391404.42
126.44719865917743,141490.29714242753,130974726430060.5
126.44719865917743,151660.327811967,139447001348881.3
126.44719865917743,162561.35930565,148450625296501.94
126.44719865917743,174245.93445468854,158017815879184.78
126.44719865917743,186770.37276060946,168211038545385.62
126.44719865917743,200195.04185452432,179071859647677.1
126.44719865917743,214584.64846833175,190655361797381.94
126.44719865917743,230008.55032033296,203033807657777.3
126.44719865917743,246541.0904185383,216276715555730.28
126.44719865917743,264261.9553930058,230487026096381.25
126.44719865917743,283256.5595843736,245741506086403.6
126.44719865917743,303616.4567398761,262182388515633.94
126.44719865917743,325439.781301229,279911978755011.16
126.44719865917743,348831.72141137073,299092597242377.1
126.44719865917743,373905.0259199532,319911090978826.2
126.44719865917743,400780.54783134663,342563597604903.4
126.44719865917743,429587.8268145607,367274041814087.5
126.44719865917743,460465.7135827752,394298563907339.6
126.44719865917743,493563.0391519924,424002252779673.8
126.44719865917743,529039.3322046124,456713190376175.4
126.44719865917743,567065.5880156212,492833470835968.4
126.44719865917743,607825.0926476188,532917713964653.8
126.44719865917743,651514.3063872679,577494498877623.8
126.44719865917743,698343.81068135,627244011182170.4
126.44719865917743,748539.3231366203,682966519368756.4
126.44719865917743,802342.7854757563,745564724246933.0
126.44719865917743,860013.5296933495,816053722130505.8
126.44719865917743,921829.5280327708,895670844554589.5
126.44719865917743,988088.7328087935,985878151652101.2
126.44719865917743,1059110.5125339176,1088286305049430.6
126.44719865917743,1135237.1912704774,1204848987934344.0
126.44719865917743,1216835.6986281993,1337650861035258.2
126.44719865917743,1304299.3383602048,1489186939657550.8
126.44719865917743,1398049.6840820087,1662369411615639.2
126.44719865917743,1498538.6112509272,1860496709461248.0
126.44719865917743,1606250.4751999467,2087159620609065.2
126.44719865917743,1721704.445724173,2346707624537341.0
126.44719865917743,1845457.0094725697,2643728159235054.0
126.44719865917743,1978104.6522064032,2983704844082893.0
126.44719865917743,2120286.7338529434,3372895839577451.5
126.44719865917743,2272688.570212054,3818214754827288.5
126.44719865917743,2436044.736169517,4327677433043698.0
126.44719865917743,2611142.6063384903,4910083380922049.0
126.44719865917743,2798826.1501950226,5576194203370464.0
126.44719865917743,3000000.0,6337656706329644.0
146.8004548754643,100000.0,112044269235189.84
146.8004548754643,107187.79370383405,119506789145054.61
146.8004548754643,114892.2311909571,127423351409124.05
146.8004548754643,123150.44775069517,135818517085126.03
146.8004548754643,132002.24788036308,144734241359849.6
146.8004548754643,141490.29714242753,154191887025430.16
146.8004548754643,151660.327811967,164221376289794.25
146.8004548754643,162561.35930565,174873744446098.38
146.8004548754643,174245.93445468854,186196152720582.25
146.8004548754643,186770.37276060946,198218212165198.06
146.8004548754643,200195.04185452432,210992772117070.47
146.8004548754643,214584.64846833175,224603239362059.0
146.8004548754643,230008.55032033296,239091674211187.88
146.8004548754643,246541.0904185383,254557638141261.3
146.8004548754643,264261.9553930058,271084988394489.9
146.8004548754643,283256.5595843736,288750311184805.0
146.8004548754643,303616.4567398761,307687853137321.3
146.8004548754643,325439.781301229,328033327036007.0
146.8004548754643,348831.72141137073,349940445701663.56
146.8004548754643,373905.0259199532,373562506943416.25
146.8004548754643,400780.54783134663,399115535376245.4
146.8004548754643,429587.8268145607,426824188637192.2
146.8004548754643,460465.7135827752,456970005958714.5
146.8004548754643,493563.0391519924,489822874373443.9
146.8004548754643,529039.3322046124,525776028071503.0
146.8004548754643,567065.5880156212,565225412784583.4
146.8004548754643,607825.0926476188,608660334021129.0
146.8004548754643,651514.3063872679,656650054092353.2
146.8004548754643,698343.81068135,709818739868909.4
146.8004548754643,748539.3231366203,768933304749483.1
146.8004548754643,802342.7854757563,834893076059664.1
146.8004548754643,860013.5296933495,908704861630198.6
146.8004548754643,921829.5280327708,991547391967282.6
146.8004548754643,988088.7328087935,1084865695393200.4
146.8004548754643,1059110.5125339176,1190240614615499.0
146.8004548754643,1135237.1912704774,1309526398804610.8
146.8004548754643,1216835.6986281993,1444984808446568.8
146.8004548754643,1304299.3383602048,1598943094837020.5
146.8004548754643,1398049.6840820087,1774484726592825.8
146.8004548754643,1498538.6112509272,1974730402408492.0
146.8004548754643,1606250.4751999467,2203511058405203.0
146.8004548754643,1721704.445724173,2465163354244741.5
146.8004548754643,1845457.0094725697,2764715138919732.0
146.8004548754643,1978104.6522064032,3107297334546237.5
146.8004548754643,2120286.7338529434,3499601183164718.0
146.8004548754643,2272688.570212054,3948752927953235.5
146.8004548754643,2436044.736169517,4462820044297520.5
146.8004548754643,2611142.6063384903,5050904307636741.0
146.8004548754643,2798826.1501950226,5723878805934847.0
146.8004548754643,3000000.0,6493086251108265.0
170.42982193484244,100000.0,131336001174583.7
170.42982193484244,107187.79370383405,140177944527476.44
170.42982193484244,114892.2311909571,149564699093258.8
170.42982193484244,123150.44775069517,159526204062814.97
170.42982193484244,132002.24788036308,170093797220062.7
170.42982193484244,141490.29714242753,181320649320527.66
170.42982193484244,151660.327811967,193223333500494.38
170.42982193484244,162561.35930565,205861066672670.12
170.42982193484244,174245.93445468854,219263729519780.56
170.42982193484244,186770.37276060946,233499595636640.25
170.42982193484244,200195.04185452432,248603828503455.84
170.42982193484244,214584.64846833175,264655341710138.72
170.42982193484244,230008.55032033296,281727409266832.25
170.42982193484244,246541.0904185383,299900741165205.0
170.42982193484244,264261.9553930058,319246376437073.4
170.42982193484244,283256.5595843736,339878147276669.75
170.42982193484244,303616.4567398761,361924650812757.0
170.42982193484244,325439.781301229,385509563501001.94
170.42982193484244,348831.72141137073,410769919420718.2
170.42982193484244,373905.0259199532,437906948007548.7
170.42982193484244,400780.54783134663,467099260460699.75
170.42982193484244,429587.8268145607,498573845402376.44
170.42982193484244,460465.7135827752,532588275495096.1
170.42982193484244,493563.0391519924,569467246191396.5
170.42982193484244,529039.3322046124,609584870680729.6
170.42982193484244,567065.5880156212,653299468234176.8
170.42982193484244,607825.0926476188,701094188513477.8
170.42982193484244,651514.3063872679,753528372476040.0
170.42982193484244,698343.81068135,811205449277766.5
170.42982193484244,748539.3231366203,874918849988183.4
170.42982193484244,802342.7854757563,945441726304674.0
170.42982193484244,860013.5296933495,1023891425976741.2
170.42982193484244,921829.5280327708,1111284342338527.6
170.42982193484244,988088.7328087935,1209123614469050.5
170.42982193484244,1059110.5125339176,1318834895254938.8
170.42982193484244,1135237.1912704774,1442387769671803.8
170.42982193484244,1216835.6986281993,1581777915889234.0
170.42982193484244,1304299.3383602048,1739618836605172.0
170.42982193484244,1398049.6840820087,1918703255809184.2
170.42982193484244,1498538.6112509272,2122299347891878.2
170.42982193484244,1606250.4751999467,2354106854501868.5
170.42982193484244,1721704.445724173,2618730583823886.0
170.42982193484244,1845457.0094725697,2920971662623434.5
170.42982193484244,1978104.6522064032,3266715612387219.0
170.42982193484244,2120286.7338529434,3662225794278908.5
170.42982193484244,2272688.570212054,4114863836960837.0
170.42982193484244,2436044.736169517,4632812530360706.0
170.42982193484244,2611142.6063384903,5226229494348148.0
170.42982193484244,2798826.1501950226,5904944503201394.0
170.42982193484244,3000000.0,6681936494306777.0
197.86263080303846,100000.0,153724526518108.3
197.86263080303846,107187.79370383405,164184453322776.25
197.86263080303846,114892.2311909571,175296971882485.72
197.86263080303846,123150.44775069517,187098502928479.8
197.86263080303846,132002.24788036308,199638427611330.5
197.86263080303846,141490.29714242753,212946979537721.2
197.86263080303846,151660.327811967,227066122484184.5
197.86263080303846,162561.35930565,242053369613826.53
197.86263080303846,174245.93445468854,257957317206078.16
197.86263080303846,186770.37276060946,274844413601480.84
197.86263080303846,200195.04185452432,292754720299539.6
197.86263080303846,214584.64846833175,311762045461754.8
197.86263080303846,230008.55032033296,331947449362072.1
197.86263080303846,246541.0904185383,353380179901400.6
197.86263080303846,264261.9553930058,376175602300547.7
197.86263080303846,283256.5595843736,400441484312066.2
197.86263080303846,303616.4567398761,426272680570956.3
197.86263080303846,325439.781301229,453821185142480.94
197.86263080303846,348831.72141137073,483231541077284.7
197.86263080303846,373905.0259199532,514692513891759.6
197.86263080303846,400780.54783134663,548386700938753.3
197.86263080303846,429587.8268145607,584549494201414.1
197.86263080303846,460465.7135827752,623447380725918.1
197.86263080303846,493563.0391519924,665382369176641.1
197.86263080303846,529039.3322046124,710737097480006.9
197.86263080303846,567065.5880156212,759823796089452.5
197.86263080303846,607825.0926476188,813214433364431.4
197.86263080303846,651514.3063872679,871335777735974.1
197.86263080303846,698343.81068135,934924126347875.2
197.86263080303846,748539.3231366203,1004563834681618.1
197.86263080303846,802342.7854757563,1081212686313496.8
197.86263080303846,860013.5296933495,1165805168946778.5
197.86263080303846,921829.5280327708,1259420906744388.0
197.86263080303846,988088.7328087935,1363386974804298.8
197.86263080303846,1059110.5125339176,1479341223000793.2
197.86263080303846,1135237.1912704774,1608861112995386.8
197.86263080303846,1216835.6986281993,1754251258948938.0
197.86263080303846,1304299.3383602048,1917732754324716.0
197.86263080303846,1398049.6840820087,2102232103909671.8
197.86263080303846,1498538.6112509272,2311097987465542.0
197.86263080303846,1606250.4751999467,2547867023222156.0
197.86263080303846,1721704.445724173,2816957361776174.0
197.86263080303846,1845457.0094725697,3123409351547338.5
197.86263080303846,1978104.6522064032,3472947691829081.5
197.86263080303846,2120286.7338529434,3872254268613349.0
197.86263080303846,2272688.570212054,4328894015822234.5
197.86263080303846,2436044.736169517,4851368430914969.0
197.86263080303846,2611142.6063384903,5449141995032335.0
197.86263080303846,2798826.1501950226,6133315598439037.0
197.86263080303846,3000000.0,6916987521362128.0
229.71109295218812,100000.0,179676875790655.2
229.71109295218812,107187.79370383405,192021390109083.94
229.71109295218812,114892.2311909571,205156348650072.0
229.71109295218812,123150.44775069517,219115867270802.1
229.71109295218812,132002.24788036308,233959467918660.38
229.71109295218812,141490.29714242753,249724376513573.7
229.71109295218812,151660.327811967,266476662078350.06
229.71109295218812,162561.35930565,284256848964970.44
229.71109295218812,174245.93445468854,303121129768753.6
229.71109295218812,186770.37276060946,323146468467863.8
229.71109295218812,200195.04185452432,344397941425451.6
229.71109295218812,214584.64846833175,366943846686916.4
229.71109295218812,230008.55032033296,390855836561510.5
229.71109295218812,246541.0904185383,416255851430880.1
229.71109295218812,264261.9553930058,443206830901649.25
229.71109295218812,283256.5595843736,471849730068615.9
229.71109295218812,303616.4567398761,502287243312401.3
229.71109295218812,325439.781301229,534688182946888.06
229.71109295218812,348831.72141137073,569179203313416.6
229.71109295218812,373905.0259199532,605929190447374.0
229.71109295218812,400780.54783134663,645197064547935.8
229.71109295218812,429587.8268145607,687164233879071.0
229.71109295218812,460465.7135827752,732108072057916.1
229.71109295218812,493563.0391519924,780342312404738.6
229.71109295218812,529039.3322046124,832175343119677.0
229.71109295218812,567065.5880156212,888100089979225.0
229.71109295218812,607825.0926476188,948476046087779.0
229.71109295218812,651514.3063872679,1013868068568665.4
229.71109295218812,698343.81068135,1084865695393200.4
229.71109295218812,748539.3231366203,1162206240658463.0
229.71109295218812,802342.7854757563,1246741359931461.5
229.71109295218812,860013.5296933495,1339306210822558.0
229.71109295218812,921829.5280327708,1441172015024298.2
229.71109295218812,988088.7328087935,1553403143573124.2
229.71109295218812,1059110.5125339176,1677671903211200.5
229.71109295218812,1135237.1912704774,1815654469735674.2
229.71109295218812,1216835.6986281993,1969298379084712.2
229.71109295218812,1304299.3383602048,2140992935955733.8
229.71109295218812,1398049.6840820087,2333552511207561.5
229.71109295218812,1498538.6112509272,2550016371906710.0
229.71109295218812,1606250.4751999467,2794246067763304.5
229.71109295218812,1721704.445724173,3070312757759273.0
229.71109295218812,1845457.0094725697,3383530667581793.0
229.71109295218812,1978104.6522064032,3739196773592610.0
229.71109295218812,2120286.7338529434,4144346461771916.0
229.71109295218812,2272688.570212054,4606324106526835.0
229.71109295218812,2436044.736169517,5133921439999950.0
229.71109295218812,2611142.6063384903,5736764105937654.0
229.71109295218812,2798826.1501950226,6426631500779175.0
229.71109295218812,3000000.0,7216476393728895.0
266.6859629386801,100000.0,209727448544410.4
266.6859629386801,107187.79370383405,224275198639236.8
266.6859629386801,114892.2311909571,239764651940900.5
266.6859629386801,123150.44775069517,256251839816293.62
266.6859629386801,132002.24788036308,273780393745239.28
266.6859629386801,141490.29714242753,292442197766989.6
266.6859629386801,151660.327811967,312253155550666.8
266.6859629386801,162561.35930565,333312470431324.44
266.6859629386801,174245.93445468854,355692099372102.6
266.6859629386801,186770.37276060946,379425029496658.3
266.6859629386801,200195.04185452432,404650496987657.5
266.6859629386801,214584.64846833175,431383253173684.4
266.6859629386801,230008.55032033296,459778678961553.1
266.6859629386801,246541.0904185383,489877948702262.8
266.6859629386801,264261.9553930058,521859640719483.94
266.6859629386801,283256.5595843736,555773021035389.25
266.6859629386801,303616.4567398761,591790472187376.4
266.6859629386801,325439.781301229,630035809670900.1
266.6859629386801,348831.72141137073,670677399734178.1
266.6859629386801,373905.0259199532,713940648467505.4
266.6859629386801,400780.54783134663,759994670666154.0
266.6859629386801,429587.8268145607,809064970856785.9
266.6859629386801,460465.7135827752,861448843287941.1
266.6859629386801,493563.0391519924,917430643690898.6
266.6859629386801,529039.3322046124,977380064569122.1
266.6859629386801,567065.5880156212,1041715253489482.0
266.6859629386801,607825.0926476188,1110847128872471.2
266.6859629386801,651514.3063872679,1185299564953951.5
266.6859629386801,698343.81068135,1265737799802426.8
266.6859629386801,748539.3231366203,1352775053782105.0
266.6859629386801,802342.7854757563,1447342413598502.8
266.6859629386801,860013.5296933495,1550262612880348.8
266.6859629386801,921829.5280327708,1662649787822592.2
266.6859629386801,988088.7328087935,1785692360432993.5
266.6859629386801,1059110.5125339176,1920969669687138.0
266.6859629386801,1135237.1912704774,2070099454596350.0
266.6859629386801,1216835.6986281993,2234948798504907.0
266.6859629386801,1304299.3383602048,2417949719626947.0
266.6859629386801,1398049.6840820087,2621676502272749.0
266.6859629386801,1498538.6112509272,2849287862879950.0
266.6859629386801,1606250.4751999467,3104329224686523.0
266.6859629386801,1721704.445724173,3390956867322148.0
266.6859629386801,1845457.0094725697,3714057583218253.0
266.6859629386801,1978104.6522064032,4079394472757436.5
266.6859629386801,2120286.7338529434,4493532536226936.0
266.6859629386801,2272688.570212054,4963924819368981.0
266.6859629386801,2436044.736169517,5499302596520439.0
266.6859629386801,2611142.6063384903,6109571366217538.0
266.6859629386801,2798826.1501950226,6806668034619957.0
266.6859629386801,3000000.0,7603365351106604.0
309.6124001435761,100000.0,244515088724043.2
309.6124001435761,107187.79370383405,261608208759973.84
309.6124001435761,114892.2311909571,279849044312534.7
309.6124001435761,123150.44775069517,299260780779035.25
309.6124001435761,132002.24788036308,319947060896809.1
